row_code,true_question_id,is_duplicate
QA-125,314,0
QA-126,105,0
QA-127,16,1
QA-128,159,0
QA-129,283,0
QA-130,364,0
QA-131,171,0
QA-132,380,0
QA-133,186,0
QA-134,344,0
QA-135,236,0
QA-136,198,0
QA-137,392,0
QA-138,366,0
QA-139,192,1
QA-140,391,0
QA-141,150,0
QA-142,200,0
QA-143,323,0
QA-144,244,0
QA-145,240,0
QA-146,334,0
QA-147,4,0
QA-148,300,0
QA-149,202,0
QA-150,239,0
QA-151,290,0
QA-152,377,0
QA-153,297,0
QA-154,32,0
QA-155,135,0
QA-156,41,0
QA-157,6,0
QA-158,327,0
QA-159,385,0
QA-160,274,0
QA-161,209,1
QA-162,270,0
QA-163,298,0
QA-164,203,0
QA-165,232,0
QA-166,214,0
QA-167,288,0
QA-168,189,0
QA-169,111,0
QA-170,57,0
QA-171,51,0
QA-172,339,0
QA-173,164,0
QA-174,1,0
QA-175,371,0
QA-176,72,0
QA-177,390,0
QA-178,317,0
QA-179,343,0
QA-180,333,0
QA-181,102,0
QA-182,251,0
QA-183,55,0
QA-184,394,0
QA-185,268,0
QA-186,341,0
QA-187,220,0
QA-188,110,0
QA-189,157,0
QA-190,209,0
QA-191,312,0
QA-192,207,0
QA-193,100,0
QA-194,176,0
QA-195,19,0
QA-196,138,0
QA-197,63,0
QA-198,301,0
QA-199,26,1
QA-200,234,0
QA-201,229,0
QA-202,275,0
QA-203,101,0
QA-204,120,0
QA-205,278,0
QA-206,191,0
QA-207,24,0
QA-208,108,0
QA-209,356,0
QA-210,93,0
QA-211,36,0
QA-212,81,0
QA-213,307,0
QA-214,35,0
QA-215,245,0
QA-216,12,0
QA-217,347,0
QA-218,215,0
QA-219,346,0
QA-220,400,1
QA-221,319,0
QA-222,64,0
QA-223,52,0
QA-224,312,1
QA-225,125,0
QA-226,397,1
QA-227,13,0
QA-228,310,0
QA-229,20,0
QA-230,166,0
QA-231,38,0
QA-232,121,0
QA-233,49,0
QA-234,219,0
QA-235,68,0
QA-236,194,0
QA-237,223,0
QA-238,172,0
QA-239,46,0
QA-240,269,0
QA-241,216,0
QA-242,54,0
QA-243,333,1
QA-244,205,0
QA-245,188,0
QA-246,238,0
QA-247,349,0
QA-248,116,0
QA-249,153,0
QA-250,357,0
QA-251,345,0
QA-252,348,0
QA-253,170,0
QA-254,183,0
QA-255,262,0
QA-256,372,0
QA-257,196,0
QA-258,237,0
QA-259,230,0
QA-260,271,0
QA-261,86,0
QA-262,109,0
QA-263,28,0
QA-264,256,0
QA-265,15,0
QA-266,342,0
QA-267,217,0
QA-268,97,0
QA-269,124,0
QA-270,42,0
QA-271,104,0
QA-272,66,0
QA-273,266,0
QA-274,44,0
QA-275,177,0
QA-276,242,0
QA-277,224,0
QA-278,163,0
QA-279,16,0
QA-280,400,0
QA-281,59,0
QA-282,206,0
QA-283,399,0
QA-284,293,0
QA-285,187,0
QA-286,289,1
QA-287,222,0
QA-288,119,0
QA-289,168,0
QA-290,304,0
QA-291,79,0
QA-292,160,0
QA-293,281,0
QA-294,378,1
QA-295,246,0
QA-296,115,0
QA-297,162,0
QA-298,249,0
QA-299,231,0
QA-300,373,0
QA-301,370,1
QA-302,397,0
QA-303,318,0
QA-304,39,0
QA-305,257,0
QA-306,204,0
QA-307,17,0
QA-308,83,0
QA-309,30,0
QA-310,308,0
QA-311,180,0
QA-312,386,0
QA-313,88,0
QA-314,247,0
QA-315,91,0
QA-316,77,0
QA-317,384,0
QA-318,143,0
QA-319,379,0
QA-320,273,0
QA-321,311,0
QA-322,71,0
QA-323,282,0
QA-324,382,0
QA-325,5,0
QA-326,206,1
QA-327,233,0
QA-328,158,0
QA-329,131,0
QA-330,53,0
QA-331,227,0
QA-332,84,0
QA-333,154,0
QA-334,165,0
QA-335,285,1
QA-336,362,0
QA-337,82,0
QA-338,43,0
QA-339,62,0
QA-340,306,0
QA-341,284,0
QA-342,65,0
QA-343,141,0
QA-344,210,0
QA-345,74,0
QA-346,106,0
QA-347,277,0
QA-348,248,0
QA-349,338,0
QA-350,40,0
QA-351,47,1
QA-352,61,0
QA-353,73,0
QA-354,389,0
QA-355,360,0
QA-356,292,0
QA-357,260,0
QA-358,328,0
QA-359,130,0
QA-360,56,0
QA-361,149,0
QA-362,272,0
QA-363,254,0
QA-364,167,0
QA-365,85,0
QA-366,107,0
QA-367,358,0
QA-368,321,0
QA-369,34,0
QA-370,351,0
QA-371,287,0
QA-372,335,0
QA-373,332,0
QA-374,303,0
QA-375,80,0
QA-376,255,0
QA-377,395,0
QA-378,128,0
QA-379,144,0
QA-380,252,0
QA-381,181,0
QA-382,18,0
QA-383,276,0
QA-384,289,0
QA-385,67,0
QA-386,76,0
QA-387,8,0
QA-388,137,0
QA-389,122,0
QA-390,375,0
QA-391,134,0
QA-392,113,0
QA-393,253,0
QA-394,313,0
QA-395,235,0
QA-396,350,0
QA-397,354,0
QA-398,31,0
QA-399,102,1
QA-400,359,0
QA-401,99,0
QA-402,355,0
QA-403,156,0
QA-404,390,1
QA-405,241,0
QA-406,95,0
QA-407,87,0
QA-408,316,0
QA-409,381,0
QA-410,398,0
QA-411,367,0
QA-412,89,0
QA-413,267,0
QA-414,146,0
QA-415,340,0
QA-416,324,0
QA-417,201,0
QA-418,291,0
QA-419,295,0
QA-420,94,0
