row_code,true_question_id,is_duplicate
QA-277,143,0
QA-278,368,0
QA-279,274,0
QA-280,48,0
QA-281,27,0
QA-282,212,0
QA-283,237,0
QA-284,264,0
QA-285,83,1
QA-286,202,0
QA-287,258,0
QA-288,181,0
QA-289,246,0
QA-290,322,0
QA-291,270,0
QA-292,175,0
QA-293,114,0
QA-294,204,0
QA-295,185,0
QA-296,262,0
QA-297,222,0
QA-298,351,0
QA-299,282,0
QA-300,310,0
QA-301,275,0
QA-302,213,0
QA-303,388,0
QA-304,15,0
QA-305,69,0
QA-306,31,0
QA-307,54,0
QA-308,361,0
QA-309,363,0
QA-310,194,1
QA-311,66,0
QA-312,225,0
QA-313,369,0
QA-314,243,0
QA-315,373,0
QA-316,86,0
QA-317,184,0
QA-318,172,0
QA-319,83,0
QA-320,150,0
QA-321,166,0
QA-322,74,0
QA-323,207,0
QA-324,171,0
QA-325,31,1
QA-326,210,0
QA-327,377,0
QA-328,16,0
QA-329,145,0
QA-330,374,0
QA-331,136,0
QA-332,358,0
QA-333,153,0
QA-334,21,0
QA-335,390,0
QA-336,307,0
QA-337,59,0
QA-338,359,0
QA-339,238,0
QA-340,35,0
QA-341,123,0
QA-342,195,0
QA-343,203,0
QA-344,80,0
QA-345,297,0
QA-346,75,0
QA-347,312,1
QA-348,400,0
QA-349,215,0
QA-350,271,0
QA-351,144,0
QA-352,105,0
QA-353,294,0
QA-354,158,0
QA-355,292,0
QA-356,44,0
QA-357,221,0
QA-358,382,0
QA-359,56,0
QA-360,2,0
QA-361,350,0
QA-362,55,0
QA-363,197,0
QA-364,147,0
QA-365,232,0
QA-366,399,0
QA-367,45,0
QA-368,199,0
QA-369,85,0
QA-370,180,0
QA-371,384,0
QA-372,20,0
QA-373,163,0
QA-374,318,0
QA-375,13,0
QA-376,312,0
QA-377,306,0
QA-378,289,0
QA-379,84,0
QA-380,176,0
QA-381,100,0
QA-382,146,0
QA-383,230,0
QA-384,37,0
QA-385,386,0
QA-386,9,0
QA-387,235,0
QA-388,378,0
QA-389,317,0
QA-390,113,0
QA-391,242,0
QA-392,164,0
QA-393,285,0
QA-394,148,0
QA-395,90,0
QA-396,381,0
QA-397,341,0
QA-398,325,0
QA-399,18,0
QA-400,159,0
QA-401,324,0
QA-402,364,0
QA-403,284,0
QA-404,229,0
QA-405,49,0
QA-406,68,0
QA-407,267,0
QA-408,125,0
QA-409,61,0
QA-410,131,0
QA-411,319,0
QA-412,343,0
QA-413,121,0
QA-414,334,0
QA-415,236,0
QA-416,278,0
QA-417,253,0
QA-418,209,1
QA-419,321,0
QA-420,205,0
