row_code,true_question_id,is_duplicate
QA-286,239,0
QA-287,236,0
QA-288,328,0
QA-289,285,0
QA-290,129,0
QA-291,319,0
QA-292,92,0
QA-293,176,0
QA-294,292,0
QA-295,154,0
QA-296,255,0
QA-297,270,0
QA-298,249,0
QA-299,181,0
QA-300,150,0
QA-301,360,0
QA-302,183,0
QA-303,95,0
QA-304,117,0
QA-305,14,0
QA-306,72,0
QA-307,43,0
QA-308,8,0
QA-309,378,1
QA-310,204,0
QA-311,230,0
QA-312,336,0
QA-313,99,0
QA-314,15,0
QA-315,6,0
QA-316,20,0
QA-317,223,0
QA-318,235,0
QA-319,62,0
QA-320,164,0
QA-321,313,0
QA-322,35,0
QA-323,282,0
QA-324,389,0
QA-325,365,0
QA-326,363,0
QA-327,73,0
QA-328,2,0
QA-329,390,0
QA-330,191,0
QA-331,277,0
QA-332,22,0
QA-333,358,0
QA-334,397,0
QA-335,260,0
QA-336,101,0
QA-337,352,0
QA-338,241,0
QA-339,182,0
QA-340,215,0
QA-341,383,0
QA-342,194,1
QA-343,203,0
QA-344,27,0
QA-345,159,0
QA-346,53,0
QA-347,148,0
QA-348,119,0
QA-349,318,0
QA-350,344,0
QA-351,68,0
QA-352,228,0
QA-353,310,0
QA-354,253,0
QA-355,37,0
QA-356,337,0
QA-357,371,0
QA-358,177,0
QA-359,168,0
QA-360,257,0
QA-361,386,0
QA-362,205,0
QA-363,48,0
QA-364,18,0
QA-365,217,0
QA-366,170,0
QA-367,107,0
QA-368,179,0
QA-369,256,0
QA-370,398,0
QA-371,321,0
QA-372,333,0
QA-373,400,0
QA-374,175,0
QA-375,82,0
QA-376,66,0
QA-377,146,0
QA-378,379,0
QA-379,231,0
QA-380,341,0
QA-381,157,0
QA-382,87,0
QA-383,395,0
QA-384,131,0
QA-385,161,0
QA-386,158,0
QA-387,244,0
QA-388,234,0
QA-389,105,0
QA-390,192,0
QA-391,329,0
QA-392,163,0
QA-393,339,0
QA-394,50,0
QA-395,216,0
QA-396,77,0
QA-397,384,0
QA-398,324,0
QA-399,121,0
QA-400,378,0
QA-401,370,1
QA-402,76,0
QA-403,174,0
QA-404,145,0
QA-405,51,0
QA-406,381,0
QA-407,293,0
QA-408,128,0
QA-409,190,0
QA-410,140,0
QA-411,130,0
QA-412,40,0
QA-413,78,0
QA-414,343,0
QA-415,301,0
QA-416,308,0
QA-417,115,0
QA-418,219,0
QA-419,184,0
QA-420,41,0
