row_code,true_row,is_probe
ROW-175,Q71,0
ROW-176,Q296,0
ROW-177,Q223,0
ROW-178,A104,0
ROW-179,Q313,0
ROW-180,Q389,0
ROW-181,A130,0
ROW-182,Q321,0
ROW-183,Q282,0
ROW-184,Q232,0
ROW-185,Q37,0
ROW-186,Q25,1
ROW-187,A106,0
ROW-188,Q227,0
ROW-189,Q267,0
ROW-190,Q30,0
ROW-191,A132,0
ROW-192,Q357,0
ROW-193,Q262,0
ROW-194,Q326,0
ROW-195,Q85,0
ROW-196,Q344,0
ROW-197,A6,0
ROW-198,Q374,0
ROW-199,Q203,0
ROW-200,Q252,0
ROW-201,Q43,0
ROW-202,Q50,0
ROW-203,Q269,0
ROW-204,Q270,1
ROW-205,Q281,0
ROW-206,Q61,0
ROW-207,A37,0
ROW-208,Q268,0
ROW-209,Q330,0
ROW-210,Q394,0
ROW-211,Q230,0
ROW-212,Q215,0
ROW-213,Q363,0
ROW-214,Q317,0
ROW-215,A137,0
ROW-216,Q3,0
ROW-217,Q359,0
ROW-218,Q244,1
ROW-219,Q239,0
ROW-220,Q9,0
ROW-221,Q386,0
ROW-222,Q277,0
ROW-223,Q213,0
ROW-224,Q22,0
ROW-225,Q299,0
ROW-226,A31,0
ROW-227,Q20,0
ROW-228,Q335,0
ROW-229,A41,0
ROW-230,Q332,0
ROW-231,Q17,0
ROW-232,Q398,0
ROW-233,A29,0
ROW-234,Q201,0
ROW-235,A105,0
ROW-236,Q381,0
ROW-237,Q216,0
ROW-238,Q60,0
ROW-239,Q332,1
ROW-240,Q247,0
ROW-241,Q202,1
ROW-242,Q340,0
ROW-243,Q217,0
ROW-244,Q62,0
ROW-245,A133,0
ROW-246,Q261,0
ROW-247,Q251,0
ROW-248,A146,0
ROW-249,A26,0
ROW-250,Q391,0
ROW-251,Q272,0
ROW-252,Q63,0
ROW-253,Q311,0
ROW-254,A44,0
ROW-255,Q270,0
ROW-256,Q10,0
ROW-257,Q41,0
ROW-258,Q73,0
ROW-259,Q264,0
ROW-260,Q82,0
ROW-261,A108,0
ROW-262,Q80,0
ROW-263,Q52,0
ROW-264,Q343,0
ROW-265,Q92,0
ROW-266,Q341,0
ROW-267,A49,0
ROW-268,Q248,0
ROW-269,A10,0
ROW-270,Q234,0
ROW-271,A2,0
ROW-272,Q69,0
ROW-273,Q235,0
ROW-274,A22,0
ROW-275,Q90,0
ROW-276,Q219,0
ROW-277,A140,0
ROW-278,Q276,0
ROW-279,Q56,0
ROW-280,Q308,0
ROW-281,A20,0
ROW-282,A134,0
ROW-283,Q249,0
ROW-284,Q44,0
ROW-285,Q11,0
ROW-286,Q209,0
ROW-287,Q53,0
ROW-288,Q348,0
ROW-289,A16,0
ROW-290,A143,0
ROW-291,Q387,0
ROW-292,A115,0
ROW-293,Q81,0
ROW-294,Q334,0
ROW-295,Q342,0
ROW-296,Q207,0
ROW-297,Q39,0
ROW-298,Q77,0
ROW-299,Q70,0
ROW-300,Q291,0
ROW-301,Q350,0
ROW-302,Q32,0
ROW-303,Q395,0
ROW-304,Q279,0
ROW-305,Q397,0
ROW-306,Q38,0
ROW-307,Q28,0
ROW-308,A45,0
ROW-309,A101,0
ROW-310,Q57,0
ROW-311,Q369,0
ROW-312,Q36,0
ROW-313,Q327,0
ROW-314,Q259,0
ROW-315,Q49,0
ROW-316,A123,0
ROW-317,Q72,0
ROW-318,Q86,0
ROW-319,Q271,0
ROW-320,Q260,0
ROW-321,Q279,1
ROW-322,A7,0
ROW-323,A38,0
ROW-324,Q221,0
ROW-325,A36,0
ROW-326,Q19,0
ROW-327,A18,0
ROW-328,Q318,0
ROW-329,Q362,0
ROW-330,Q379,0
ROW-331,Q275,0
ROW-332,A35,0
ROW-333,Q214,0
ROW-334,A33,0
ROW-335,Q97,0
ROW-336,Q373,0
ROW-337,Q253,0
ROW-338,A17,0
ROW-339,Q91,0
ROW-340,Q367,0
ROW-341,Q24,0
ROW-342,A124,0
ROW-343,Q316,0
ROW-344,A19,0
ROW-345,Q256,0
ROW-346,Q294,0
ROW-347,Q337,0
ROW-348,Q375,0
ROW-349,Q298,0
ROW-350,A142,0
ROW-351,Q224,0
ROW-352,Q206,0
ROW-353,A25,0
ROW-354,Q35,0
ROW-355,Q26,0
ROW-356,Q204,0
ROW-357,Q16,0
ROW-358,A110,0
ROW-359,Q55,0
ROW-360,Q233,0
ROW-361,Q292,0
ROW-362,A116,0
ROW-363,Q331,0
ROW-364,Q250,0
ROW-365,Q45,0
ROW-366,Q208,0
ROW-367,A102,0
ROW-368,Q67,0
ROW-369,Q69,1
ROW-370,Q400,0
ROW-371,Q231,0
ROW-372,Q40,0
ROW-373,Q306,0
ROW-374,A15,0
ROW-375,Q125,0
ROW-376,Q351,0
ROW-377,Q323,0
ROW-378,Q372,0
ROW-379,A129,0
ROW-380,Q320,0
ROW-381,A118,0
ROW-382,Q333,0
ROW-383,Q7,0
ROW-384,A45,1
ROW-385,Q78,0
ROW-386,A14,0
ROW-387,Q289,0
ROW-388,A109,0
ROW-389,Q336,0
ROW-390,Q246,1
ROW-391,Q290,0
ROW-392,A124,1
ROW-393,Q34,0
ROW-394,Q355,0
ROW-395,A1,0
ROW-396,Q238,0
ROW-397,Q88,0
ROW-398,Q12,0
ROW-399,Q68,0
ROW-400,Q288,0
ROW-401,Q21,0
ROW-402,Q382,0
ROW-403,A42,0
ROW-404,Q377,0
ROW-405,Q396,0
ROW-406,Q393,0
ROW-407,A34,0
ROW-408,Q370,0
ROW-409,Q328,0
ROW-410,A150,1
ROW-411,Q388,0
ROW-412,Q399,0
ROW-413,Q390,0
