row_code,true_row,is_probe
ROW-244,Q18,0
ROW-245,Q218,0
ROW-246,Q366,0
ROW-247,A42,0
ROW-248,Q52,0
ROW-249,Q340,0
ROW-250,Q17,0
ROW-251,A102,0
ROW-252,Q373,0
ROW-253,Q217,0
ROW-254,Q393,0
ROW-255,A16,0
ROW-256,Q320,0
ROW-257,A119,0
ROW-258,Q295,0
ROW-259,A13,0
ROW-260,Q61,0
ROW-261,Q203,0
ROW-262,A7,0
ROW-263,Q294,0
ROW-264,A21,0
ROW-265,Q2,0
ROW-266,Q380,0
ROW-267,Q230,0
ROW-268,Q10,0
ROW-269,Q34,0
ROW-270,Q256,0
ROW-271,Q65,0
ROW-272,Q255,0
ROW-273,A116,0
ROW-274,A38,0
ROW-275,Q57,0
ROW-276,A12,0
ROW-277,Q94,0
ROW-278,Q205,0
ROW-279,Q246,0
ROW-280,Q293,0
ROW-281,Q34,1
ROW-282,Q75,0
ROW-283,Q296,0
ROW-284,A105,0
ROW-285,Q369,0
ROW-286,Q97,0
ROW-287,Q292,0
ROW-288,A121,0
ROW-289,A46,0
ROW-290,A149,0
ROW-291,A23,0
ROW-292,A112,0
ROW-293,Q74,0
ROW-294,Q313,0
ROW-295,A130,0
ROW-296,Q201,0
ROW-297,A142,0
ROW-298,Q93,0
ROW-299,Q262,0
ROW-300,A131,0
ROW-301,A148,0
ROW-302,Q6,0
ROW-303,Q382,0
ROW-304,Q71,0
ROW-305,Q70,0
ROW-306,Q213,0
ROW-307,Q29,0
ROW-308,Q207,0
ROW-309,Q395,0
ROW-310,Q43,0
ROW-311,Q16,0
ROW-312,A107,0
ROW-313,A126,0
ROW-314,Q372,0
ROW-315,Q214,0
ROW-316,Q244,0
ROW-317,Q27,0
ROW-318,Q261,0
ROW-319,Q304,0
ROW-320,Q375,0
ROW-321,Q224,0
ROW-322,Q264,0
ROW-323,Q87,0
ROW-324,Q227,0
ROW-325,Q336,0
ROW-326,A147,0
ROW-327,A29,0
ROW-328,A47,0
ROW-329,Q302,0
ROW-330,Q386,0
ROW-331,Q360,0
ROW-332,A36,0
ROW-333,Q231,0
ROW-334,Q7,0
ROW-335,A103,0
ROW-336,A128,0
ROW-337,Q92,0
ROW-338,Q387,0
ROW-339,Q350,0
ROW-340,Q327,0
ROW-341,Q286,0
ROW-342,Q4,0
ROW-343,Q28,0
ROW-344,Q245,0
ROW-345,Q45,0
ROW-346,A26,0
ROW-347,Q349,0
ROW-348,A108,0
ROW-349,A106,0
ROW-350,Q1,0
ROW-351,A35,0
ROW-352,Q362,0
ROW-353,Q280,0
ROW-354,Q368,0
ROW-355,Q63,0
ROW-356,Q337,0
ROW-357,Q394,0
ROW-358,A123,0
ROW-359,A18,0
ROW-360,A115,0
ROW-361,Q290,0
ROW-362,A118,0
ROW-363,Q25,0
ROW-364,Q51,0
ROW-365,Q330,0
ROW-366,Q66,0
ROW-367,Q351,0
ROW-368,Q11,0
ROW-369,A124,1
ROW-370,Q232,0
ROW-371,A141,0
ROW-372,Q298,0
ROW-373,Q39,0
ROW-374,Q306,0
ROW-375,Q321,0
ROW-376,Q316,0
ROW-377,Q252,0
ROW-378,Q361,0
ROW-379,Q333,0
ROW-380,A1,0
ROW-381,A31,0
ROW-382,Q243,0
ROW-383,A127,1
ROW-384,Q376,0
ROW-385,Q363,0
ROW-386,Q225,0
ROW-387,Q216,0
ROW-388,A15,0
ROW-389,Q54,0
ROW-390,A117,0
ROW-391,Q47,0
ROW-392,Q398,0
ROW-393,Q35,0
ROW-394,Q64,0
ROW-395,Q383,0
ROW-396,A101,0
ROW-397,Q215,0
ROW-398,Q357,0
ROW-399,Q391,0
ROW-400,Q222,0
ROW-401,Q379,0
ROW-402,Q91,0
ROW-403,Q89,0
ROW-404,A144,0
ROW-405,Q211,0
ROW-406,Q396,0
ROW-407,Q311,0
ROW-408,Q58,0
ROW-409,Q276,0
ROW-410,Q347,0
ROW-411,Q82,0
ROW-412,Q374,0
ROW-413,Q381,0
