row_code,true_row,is_probe
ROW-090,Q304,0
ROW-091,Q269,0
ROW-092,A106,0
ROW-093,Q372,0
ROW-094,A123,0
ROW-095,Q379,0
ROW-096,A136,0
ROW-097,Q398,0
ROW-098,Q268,1
ROW-099,Q322,0
ROW-100,Q75,0
ROW-101,Q42,0
ROW-102,Q20,0
ROW-103,Q49,0
ROW-104,Q34,0
ROW-105,A27,0
ROW-106,Q79,0
ROW-107,A113,0
ROW-108,Q341,0
ROW-109,A48,0
ROW-110,Q224,0
ROW-111,Q303,0
ROW-112,Q233,0
ROW-113,Q348,0
ROW-114,Q262,0
ROW-115,Q84,0
ROW-116,Q329,0
ROW-117,Q363,0
ROW-118,Q252,0
ROW-119,Q50,0
ROW-120,Q222,0
ROW-121,A19,0
ROW-122,Q219,0
ROW-123,A1,0
ROW-124,A125,0
ROW-125,Q85,0
ROW-126,Q53,0
ROW-127,Q98,0
ROW-128,Q380,0
ROW-129,Q393,0
ROW-130,Q274,0
ROW-131,Q358,0
ROW-132,A127,0
ROW-133,A115,0
ROW-134,Q292,0
ROW-135,A45,0
ROW-136,Q320,0
ROW-137,Q204,0
ROW-138,Q89,0
ROW-139,Q201,0
ROW-140,Q287,0
ROW-141,A104,0
ROW-142,A114,0
ROW-143,Q29,0
ROW-144,Q260,0
ROW-145,Q245,0
ROW-146,Q307,1
ROW-147,Q297,0
ROW-148,A35,0
ROW-149,Q44,0
ROW-150,A139,0
ROW-151,Q65,0
ROW-152,Q10,0
ROW-153,Q288,0
ROW-154,A116,0
ROW-155,Q249,0
ROW-156,Q305,0
ROW-157,Q31,0
ROW-158,Q328,0
ROW-159,A102,0
ROW-160,A32,0
ROW-161,Q11,0
ROW-162,Q26,0
ROW-163,Q35,0
ROW-164,A135,0
ROW-165,A105,0
ROW-166,A34,0
ROW-167,Q256,0
ROW-168,Q280,0
ROW-169,A24,0
ROW-170,A18,0
ROW-171,Q387,0
ROW-172,Q334,0
ROW-173,Q236,0
ROW-174,Q243,0
ROW-175,A30,0
ROW-176,A5,0
ROW-177,Q22,0
ROW-178,A36,0
ROW-179,Q68,0
ROW-180,Q247,0
ROW-181,Q32,0
ROW-182,Q319,0
ROW-183,Q279,0
ROW-184,A146,0
ROW-185,Q294,0
ROW-186,Q223,0
ROW-187,Q99,0
ROW-188,Q45,0
ROW-189,Q258,0
ROW-190,Q33,0
ROW-191,A140,0
ROW-192,Q205,0
ROW-193,Q250,0
ROW-194,Q362,0
ROW-195,Q76,0
ROW-196,Q356,0
ROW-197,A121,0
ROW-198,Q381,0
ROW-199,Q16,0
ROW-200,Q284,0
ROW-201,Q14,0
ROW-202,Q300,0
ROW-203,Q77,0
ROW-204,A46,0
ROW-205,Q244,0
ROW-206,Q398,1
ROW-207,Q371,0
ROW-208,Q91,0
ROW-209,Q361,0
ROW-210,Q355,0
ROW-211,Q211,0
ROW-212,Q21,0
ROW-213,A111,0
ROW-214,Q214,0
ROW-215,Q17,0
ROW-216,Q227,0
ROW-217,Q343,0
ROW-218,Q57,0
ROW-219,Q12,0
ROW-220,Q66,0
ROW-221,Q391,0
ROW-222,Q378,0
ROW-223,Q266,0
ROW-224,Q359,0
ROW-225,Q207,0
ROW-226,A124,0
ROW-227,Q242,0
ROW-228,Q93,0
ROW-229,A144,0
ROW-230,Q360,0
ROW-231,Q265,0
ROW-232,A103,0
ROW-233,Q291,0
ROW-234,Q281,0
ROW-235,Q392,1
ROW-236,Q383,0
ROW-237,Q352,0
ROW-238,Q306,0
ROW-239,A143,0
ROW-240,A42,0
ROW-241,A44,0
ROW-242,A133,0
ROW-243,Q18,0
ROW-244,Q208,1
ROW-245,Q312,0
ROW-246,Q388,0
ROW-247,Q317,0
ROW-248,A142,0
ROW-249,A147,0
ROW-250,Q95,0
ROW-251,Q5,0
ROW-252,Q399,0
ROW-253,Q228,0
ROW-254,A20,0
ROW-255,Q232,0
ROW-256,Q94,0
ROW-257,Q353,0
ROW-258,Q100,0
ROW-259,Q278,0
ROW-260,Q324,0
ROW-261,A35,1
ROW-262,A149,0
ROW-263,Q283,0
ROW-264,Q350,0
ROW-265,Q40,0
ROW-266,Q323,0
ROW-267,A14,0
ROW-268,Q370,0
ROW-269,Q221,0
ROW-270,Q325,0
ROW-271,A131,0
ROW-272,Q373,0
ROW-273,Q39,0
ROW-274,Q338,0
ROW-275,Q248,0
ROW-276,Q337,0
ROW-277,A9,0
ROW-278,Q234,0
ROW-279,A50,0
ROW-280,Q43,0
ROW-281,Q69,0
ROW-282,Q264,0
ROW-283,Q88,0
ROW-284,A101,0
ROW-285,Q220,0
ROW-286,A4,0
ROW-287,Q210,0
ROW-288,Q37,0
ROW-289,Q64,0
ROW-290,Q48,0
ROW-291,Q226,0
ROW-292,A13,0
ROW-293,Q263,0
ROW-294,Q15,0
ROW-295,Q238,0
ROW-296,Q302,0
ROW-297,Q56,0
ROW-298,A38,0
ROW-299,Q366,0
ROW-300,Q46,0
ROW-301,Q357,0
ROW-302,A148,0
ROW-303,Q400,0
ROW-304,A21,0
ROW-305,Q229,0
ROW-306,Q13,0
ROW-307,A49,0
ROW-308,Q216,0
ROW-309,Q237,0
ROW-310,A134,0
ROW-311,Q203,0
ROW-312,Q364,0
ROW-313,A43,0
ROW-314,Q282,0
ROW-315,Q290,0
ROW-316,A29,0
ROW-317,Q38,0
ROW-318,A28,0
ROW-319,Q239,0
ROW-320,A110,0
ROW-321,Q314,0
ROW-322,Q307,0
ROW-323,A22,0
ROW-324,Q327,0
ROW-325,Q276,0
ROW-326,Q267,0
ROW-327,Q253,0
ROW-328,Q55,0
ROW-329,A17,0
ROW-330,Q285,0
ROW-331,Q316,0
ROW-332,Q225,0
ROW-333,Q208,0
ROW-334,A122,0
ROW-335,Q396,0
ROW-336,Q90,0
ROW-337,Q385,0
ROW-338,Q386,0
ROW-339,Q333,0
ROW-340,Q19,0
ROW-341,Q230,0
ROW-342,Q344,0
ROW-343,Q74,0
ROW-344,Q318,0
ROW-345,Q235,0
ROW-346,Q390,0
ROW-347,Q375,0
ROW-348,Q259,0
ROW-349,Q261,0
ROW-350,Q271,0
ROW-351,Q52,0
ROW-352,Q270,0
ROW-353,Q326,0
ROW-354,Q374,0
ROW-355,A128,0
ROW-356,Q368,0
ROW-357,Q331,0
ROW-358,A3,0
ROW-359,Q215,0
ROW-360,Q242,1
ROW-361,Q384,0
ROW-362,A132,0
ROW-363,Q382,0
ROW-364,Q9,0
ROW-365,A26,0
ROW-366,Q301,0
ROW-367,A8,0
ROW-368,Q2,0
ROW-369,Q209,0
ROW-370,Q286,0
ROW-371,Q395,0
ROW-372,Q59,0
ROW-373,Q231,0
ROW-374,A31,0
ROW-375,Q217,0
ROW-376,Q54,0
ROW-377,A137,0
ROW-378,Q62,0
ROW-379,Q86,0
ROW-380,Q254,0
ROW-381,Q335,0
ROW-382,A33,0
ROW-383,A126,0
ROW-384,Q289,0
ROW-385,A130,0
ROW-386,Q246,0
ROW-387,A118,0
ROW-388,Q308,0
ROW-389,A47,0
ROW-390,Q251,0
ROW-391,Q1,0
ROW-392,Q30,0
ROW-393,Q41,0
ROW-394,Q82,0
ROW-395,Q347,0
ROW-396,Q339,0
ROW-397,Q67,0
ROW-398,Q309,0
ROW-399,Q346,0
ROW-400,Q8,0
ROW-401,Q293,0
ROW-402,Q71,0
ROW-403,Q330,0
ROW-404,A120,0
ROW-405,Q277,1
ROW-406,Q275,0
ROW-407,Q60,0
ROW-408,Q310,0
ROW-409,Q367,0
ROW-410,Q272,0
ROW-411,Q295,0
ROW-412,A145,1
ROW-413,A15,0
